symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status
ATMASTCO,Atmastco,22788,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
ATUL,Atul,263,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ATULAUTO,Atul Auto,30023,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AUBANK,AU Small Finance Bank,21238,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AURIGROW,Auri Grow India,1607,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AURIONPRO,Aurionpro Solutions,12022,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AUROIMPEX,Auro Impex  & Chemicals,15869,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
AUROPHARMA,Aurobindo Pharma,275,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AURUM,Aurum PropTech,10310,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AUSL,Aditya Ultra Steel,25248,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
AUSOMENT,AuSom Enterprise,9035,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
AUTOAXLES,Automotive Axles,278,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AUTOIND,Autoline Industries,14106,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVADHSUGAR,Avadh Sugar & Energy,21410,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
AVAILFC,Available Finance,762558,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVALON,Avalon Technologies,15058,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVANA,Avana Electrosystems,760736,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
AVANTEL,Avantel,24610,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVANTIFEED,Avanti Feeds,7936,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVATAR,AVATAR Industries,20503,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
AVG,AVG Logistics,15589,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVIANSH,Avi Ansh Textile,25520,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
AVL,Aditya Vision,25984,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVONMORE,Avonmore Capital & Management Services,13557,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVPINFRA,AVP Infracon,23159,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
AVROIND,Avro,8827,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AVSL,AVSL Industries,18693,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
AVTNPL,Avt Natural Products,14008,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AWFIS,Awfis Space Solutions,23864,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AWHCL,Antony Waste Handling Cell,1797,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AWL,AWL Agri Business,8110,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AXISBANK,Axis Bank,5900,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AXISCADES,Axiscades Engineering Technologies,9436,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AXITA,Axita Cotton,9902,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AYE,Aye Finance,760981,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AYMSYNTEX,AYM Syntex,10285,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
AZAD,Azad Engineering,20905,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BABAFP,Baba Food Processing,20141,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
BAFNAPH,Bafna Pharmaceuticals,17742,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAGDIGITAL,BAG Convergence,759420,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
BAGFILMS,BAG Films & Media,11226,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAHETI,Baheti Recycling Industries,12989,NSE_EQ,EQUITY,ES,SM,375,,ACTIVE
BAIDFIN,Baid Finserv,13794,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJ-AUTO,Bajaj Auto,16669,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJCON,Bajaj Consumer Care,19531,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJELEC,Bajaj Electricals,15034,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJFINSV,Bajaj Finserv,16675,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJHCARE,Bajaj HealthCare,6863,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJHFL,Bajaj Housing Finance,25270,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJHIND,Bajaj Hindusthan Sugar,308,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJHLDNG,Bajaj Holdings & Investments,305,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJINDEF,Indef Manufacturing,29678,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJAJST,Bajaj Steel Industries,762563,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJEL,Bajel Projects,20531,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAJFINANCE,Bajaj Finance,317,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALAJEE,Shree Tirupati Balajee Agro,25203,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALAJIPHOS,Balaji Phosphates,30030,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
BALAJITELE,Balaji Telefilms,9158,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALAMINES,Balaji Amines,14501,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALAXI,Balaxi Pharmaceuticals,11314,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BALCO,Solve Plastic Products,24882,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
BALKRISHNA,Balkrishna Paper Mills,10181,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALKRISIND,Balkrishna Industries,335,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALMLAWRIE,Balmer Lawrie & Co,338,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALPHARMA,Bal Pharma,13441,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALRAMCHIN,Balrampur Chini Mills,341,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BALUFORGE,Balu Forge Industries,23607,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANARBEADS,Banaras Beads,347,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANARISUG,Bannari Amman Sugars,350,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANCOINDIA,Banco Products,13880,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANDHANBNK,Bandhan Bank,2263,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANG,Bang Overseas,15303,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANKA,Banka Bioloo,828,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BANKBARODA,Bank of Baroda,4668,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANKINDIA,Bank of India,4745,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANSALWIRE,Bansal Wire Industries,24386,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BANSWRAS,Banswara Syntex,14511,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BARFLEX,Barflex Polyfilms,29176,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
BASF,BASF,368,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BASILIC,Basilic Fly Studio,18442,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
BASML,Bannari Amman Spinning Mills,12034,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BATAINDIA,Bata,371,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BATLIBOI,Batliboi,762568,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BAWEJA,Baweja Studios,22571,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
BAYERCROP,Bayer Crop Science,17927,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BBL,Bharat Bijlee,13761,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BBOX,Black Box,3435,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BBTC,Bombay Burmah Trading,380,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BBTCL,B&B Triplewall Containers,12153,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BCG,Brightcom Group,8833,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BCLIND,BCL Industries,2513,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BCONCEPTS,Brand Concepts,7780,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BCPL,BCPL Railway Infrastructure,761494,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BDL,Bharat Dynamics,2144,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BDR,BDR Buildco,4294,NSE_EQ,EQUITY,ES,IT,16667,,ACTIVE
BEACON,Beacon Trusteeship,23925,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
BEARDSELL,Beardsell,17933,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BECTORFOOD,Mrs. Bectors Food,1628,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BEDMUTHA,Bedmutha Industries,20196,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BEEKAY,Beekay Steel Indus,762573,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BEL,Bharat Electronics,383,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BELLACASA,Bella Casa Fashion & Retail,757938,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BELRISE,Belrise Industries,757102,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BEML,BEML,395,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BENGALASM,Bengal & Assam,762578,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BEPL,Bhansali Engineering Polymers,419,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BERGEPAINT,Berger Paints,404,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BESTAGRO,Best Agrolife,2306,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BETA,Beta Drugs,759842,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BEWLTD,BEW Engineering,5662,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
BFINVEST,BF Investment,21113,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BFUTILITIE,BF Utilities,14567,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BGRENERGY,BGR Energy Systems,15193,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BHADORA,Bhadora Industries,758225,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
BHAGCHEM,Bhagiradha Chemicals & Industries,6164,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHAGERIA,Bhageria Industries,13400,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHAGYANGR,Bhagyanagar,20799,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BHANDARI,Bhandari Hosiery Exports,19560,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BHARATCOAL,Bharat Coking Coal,760726,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARATFORG,Bharat Forge,422,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARATGEAR,Bharat Gears,426,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARATRAS,Bharat Rasayan,3834,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARATSE,Bharat Seats,30244,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARATWIRE,Bharat Wire Ropes,16123,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARTIARTL,Bharti Airtel,10604,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHARTIHEXA,Bharti Hexacom,23489,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BHEL,Bharat Heavy Electricals,438,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BI,Bilcare,762583,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIGBLOC,Bigbloc Construction,18431,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIKAJI,Bikaji Foods International,11966,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIKEWO,Bikewo Green Tech,25524,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
BIL,Bhartiya International,7848,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIMETAL,Bimetal Bearings,762588,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIOCON,Biocon,11373,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIOFILCHEM,Biofil Chemicals,4136,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIOPOL,Biopol Chemicals,760942,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
BIRDYS,Grill Splendour Services,23562,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
BIRLACABLE,Birla Cable,6815,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BIRLACORPN,Birla Corporation,480,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIRLAMONEY,Aditya Birla Money,15239,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIRLANU,Birlanu,1455,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BIRLAPREC,Birla Precision Technologies,762593,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLACKBUCK,Black Buck,27144,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLACKROSE,Black Rose Industries,762598,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLAL,BEML Land Assets,15067,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLBLIMITED,BLB,8139,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BLIL,Balmer Lawrie Investments,762603,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLISSGVS,Bliss GVS Pharma,19265,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLKASHYAP,B L Kashyap & Sons,13290,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLS,BLS International Services,17279,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLSE,BLS E-Services,22566,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLUECHIP,Blue Chip,4681,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLUECOAST,Blue Coast Hotels,8552,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BLUEDART,Blue Dart Express,495,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLUEJET,Blue Jet Healthcare,19686,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLUEPEBBLE,Blue Pebble,23413,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
BLUESTARCO,Blue Star,8311,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLUESTONE,BlueStone Jewellery & Lifestyle,759291,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BLUEWATER,Blue Water Logistics,758185,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
BLUSPRING,Bluspring Enterprises,757520,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BMETRICS,Bombay Metrics Supply Chain,6052,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
BMWVENTLTD,BMW Ventures,759256,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BNAGROCHEM,BN Agrochem,762611,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BNALTD,B&A,762613,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BODALCHEM,Bodal Chemicals,25017,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BOHRAIND,Bohra Industries,11641,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BOMDYEING,Bombay Dyeing,513,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BONLON,Bonlon Industries,761056,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BORANA,Borana Weaves,757919,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BOROLTD,Borosil,19401,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BORORENEW,Borosil Renewables,3149,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BOROSCI,BOROSCI,24014,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BOSCH-HCIL,Bosch Home Comfort,4491,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BOSCHLTD,Bosch,2181,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BOSS,Boss Packaging Solutions,25119,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
BPCL,Bharat Petroleum,526,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BPL,BPL,530,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BRACEPORT,Brace Port Logistics,24905,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
BRANDMAN,Brandman Retail,760975,NSE_EQ,EQUITY,ES,ST,800,,ACTIVE
BRIGADE,Brigade Enterprises,15184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BRIGHOTEL,Brigade Hotel Ventures,757794,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BRITANNIA,Britannia Industries,547,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BRNL,Bharat Road Network,21683,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BROOKS,Brooks Laboratories,25140,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BSE,BSE,19585,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BSHSL,Bombay Super Hybrid Seeds,812,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
BSL,BSL,559,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BSOFT,Birlasoft,6994,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BTML,Bodhi Tree Multimedia,14150,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BTTL,Bhilwara Technical Textiles,762618,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BUILDPRO,Shankara Buildpro,760594,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BULKCORP,Bulkcorp International,24701,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
BUTTERFLY,Butterfly Gandhimathi Appliances,2716,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BVCL,Barak Valley Cements,15073,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
BYKE,The Byke Hospitality,7919,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
C2C,C2C Advanced Systems,27274,NSE_EQ,EQUITY,ES,SM,150,,ACTIVE
CADSYS,Cadsys,21824,NSE_EQ,EQUITY,ES,ST,500,,ACTIVE
CALSOFT,California Software,8400,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
CAMLINFINE,Camlin Fine Sciences,6216,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAMPUS,Campus Activewear,9362,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAMS,CAMS,342,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CANARYS,Canarys Automations,19368,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
CANBK,Canara Bank,10794,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CANFINHOME,Can Fin Homes,583,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CANHLIFE,Canara HSBC Life Insurance Company,759477,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CANTABIL,Cantabil Retail,20160,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAPACITE,Capacite Infraprojects,21749,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAPILLARY,Capillary Technologies,759867,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAPITALSFB,Capital Small Finance Bank,22675,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAPLIPOINT,Caplin Point Laboratories,3906,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CAPTRUST,Capital Trust,19451,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
CARBORUNIV,Carborundum Universal,595,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CARERATING,CARE Ratings,29113,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CARRARO,Carraro,28879,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CARTRADE,CarTrade Tech,5407,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CARYSIL,CARYSIL,1879,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CASTROLIND,Castrol,1250,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CBAZAAR,Net Avenue Technologies,20406,NSE_EQ,EQUITY,ES,SM,8000,,ACTIVE
CCAVENUE,AvenuesAI,16249,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CCCL,Consolidated Construction,14992,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CCHHL,Country Club Hospitality,6385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CCL,CCL Products,11452,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CDSL,CDSL,21174,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CEATLTD,CEAT,15254,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CEDAAR,Cedaar Textile,757687,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
CEIGALL,Ceigall India,24742,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CEINSYS,Ceinsys Tech,761037,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CELEBRITY,Celebrity Fashions,13162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CELLECOR,Cellecor Gadgets,18811,NSE_EQ,EQUITY,ES,ST,3000,,ACTIVE
CELLO,Cello World,19795,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CELLPOINT,Cell Point,16950,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
CEMPRO,Cemindia Projects,5622,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CENTENKA,Century Enka,619,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CENTEXT,Century Extrusions,11511,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CENTRALBK,Central Bank of India,14894,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CENTRUM,Centrum Capital,2454,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CENTUM,Centum Electronics,14982,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CENTURYPLY,Century Plyboards,13305,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CERA,Cera Sanitaryware,15039,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CEREBRAINT,Cerebra Integrated Technologies,29016,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
CESC,CESC,628,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CEWATER,Concord Enviro Systems,28764,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CGCL,Capri Global Capital,20329,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CGPOWER,CG Power & Industrial Solutions,760,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CGRAPHICS,Creative Graphics Solutions,23468,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
CHALET,Chalet Hotels,8546,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHAMBLFERT,Chambal Fertilisers & Chemicals,637,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHAMUNDA,Chamunda Electricals,29541,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
CHANDAN,Chandan Healthcare,29633,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
CHAVDA,Chavda Infra,18654,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
CHEMBOND,Chembond Material Technologies,14620,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
CHEMBONDCH,Chembond Chemicals,757991,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
CHEMCON,Chemcon Speciality Chemicals,270,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHEMFAB,Chemfab Alkalis,2815,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
CHEMPLASTS,Chemplast Sanmar,5449,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHENNPETRO,Chennai Petroleum Corporation,2049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHETANA,Chetana Education,24628,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
CHEVIOT,Cheviot,9879,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHOICEIN,Choice International,8866,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHOLAFIN,Cholamandalam Investment,685,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CHOLAHLDNG,Cholamandalam Financial Holdings,21740,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CIEINDIA,CIE Automotive,14937,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CIFL,Capital India Finance,756015,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CINELINE,Cineline,27161,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CINEVISTA,Cinevista,8024,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CIPLA,Cipla,694,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CKKRETAIL,C K K Retail Mart,760857,NSE_EQ,EQUITY,ES,ST,800,,ACTIVE
CLASSICEIL,Classic Electrodes (India),758739,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
CLEAN,Clean Science & Technology,5049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CLEANMAX,Clean Max Enviro Energy Solutions,760183,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CLEDUCATE,CL Educate,20223,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CLSEL,Chaman Lal Setia Exports,3482,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CLSL,Crop Life Science,18260,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
CMNL,Chaman Metallics,13731,NSE_EQ,EQUITY,ES,SM,750,,ACTIVE
CMPDI,Central Mine P & D Institute,761581,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
CMRSL,Cyber Media Research & Services,11447,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
CMSINFO,CMS Info Systems,7603,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
